Frame	Time	LH_pinky_fingertip X	LH_pinky_fingertip Y	LH_pinky_fingertip Z	LH_pinky_fingertip Type	LH_pinky_DIP X	LH_pinky_DIP Y	LH_pinky_DIP Z	LH_pinky_DIP Type	LH_pinky_PIP X	LH_pinky_PIP Y	LH_pinky_PIP Z	LH_pinky_PIP Type	LH_pinky_MCP X	LH_pinky_MCP Y	LH_pinky_MCP Z	LH_pinky_MCP Type	LH_ring_fingertip X	LH_ring_fingertip Y	LH_ring_fingertip Z	LH_ring_fingertip Type	LH_ring_DIP X	LH_ring_DIP Y	LH_ring_DIP Z	LH_ring_DIP Type	LH_ring_PIP X	LH_ring_PIP Y	LH_ring_PIP Z	LH_ring_PIP Type	LH_ring_MCP X	LH_ring_MCP Y	LH_ring_MCP Z	LH_ring_MCP Type	LH_middle_fingertip X	LH_middle_fingertip Y	LH_middle_fingertip Z	LH_middle_fingertip Type	LH_middle_DIP X	LH_middle_DIP Y	LH_middle_DIP Z	LH_middle_DIP Type	LH_middle_PIP X	LH_middle_PIP Y	LH_middle_PIP Z	LH_middle_PIP Type	LH_middle_MCP X	LH_middle_MCP Y	LH_middle_MCP Z	LH_middle_MCP Type	LH_index_fingertip X	LH_index_fingertip Y	LH_index_fingertip Z	LH_index_fingertip Type	LH_index_DIP X	LH_index_DIP Y	LH_index_DIP Z	LH_index_DIP Type	LH_index_PIP X	LH_index_PIP Y	LH_index_PIP Z	LH_index_PIP Type	LH_index_MCP X	LH_index_MCP Y	LH_index_MCP Z	LH_index_MCP Type	LH_thumb_fingertip X	LH_thumb_fingertip Y	LH_thumb_fingertip Z	LH_thumb_fingertip Type	LH_thumb_IP2 X	LH_thumb_IP2 Y	LH_thumb_IP2 Z	LH_thumb_IP2 Type	LH_thumb_IP1 X	LH_thumb_IP1 Y	LH_thumb_IP1 Z	LH_thumb_IP1 Type	LH_thumb_MCP2 X	LH_thumb_MCP2 Y	LH_thumb_MCP2 Z	LH_thumb_MCP2 Type	LH_thumb_MCP1 X	LH_thumb_MCP1 Y	LH_thumb_MCP1 Z	LH_thumb_MCP1 Type	LH_thumb_base X	LH_thumb_base Y	LH_thumb_base Z	LH_thumb_base Type	LH_wrist2 X	LH_wrist2 Y	LH_wrist2 Z	LH_wrist2 Type	LH_wrist1 X	LH_wrist1 Y	LH_wrist1 Z	LH_wrist1 Type	RH_thumb_fingertip X	RH_thumb_fingertip Y	RH_thumb_fingertip Z	RH_thumb_fingertip Type	RH_thumb_IP1 X	RH_thumb_IP1 Y	RH_thumb_IP1 Z	RH_thumb_IP1 Type	RH_thumb_IP2 X	RH_thumb_IP2 Y	RH_thumb_IP2 Z	RH_thumb_IP2 Type	RH_thumb_MCP1 X	RH_thumb_MCP1 Y	RH_thumb_MCP1 Z	RH_thumb_MCP1 Type	RH_thumb_MCP2 X	RH_thumb_MCP2 Y	RH_thumb_MCP2 Z	RH_thumb_MCP2 Type	RH_thumb_base X	RH_thumb_base Y	RH_thumb_base Z	RH_thumb_base Type	RH_wrist2 X	RH_wrist2 Y	RH_wrist2 Z	RH_wrist2 Type	RH_wrist1 X	RH_wrist1 Y	RH_wrist1 Z	RH_wrist1 Type	RH_index_fingertip X	RH_index_fingertip Y	RH_index_fingertip Z	RH_index_fingertip Type	RH_index_DIP X	RH_index_DIP Y	RH_index_DIP Z	RH_index_DIP Type	RH_index_PIP X	RH_index_PIP Y	RH_index_PIP Z	RH_index_PIP Type	RH_index_MCP X	RH_index_MCP Y	RH_index_MCP Z	RH_index_MCP Type	RH_middle_fingertip X	RH_middle_fingertip Y	RH_middle_fingertip Z	RH_middle_fingertip Type	RH_middle_DIP X	RH_middle_DIP Y	RH_middle_DIP Z	RH_middle_DIP Type	RH_middle_PIP X	RH_middle_PIP Y	RH_middle_PIP Z	RH_middle_PIP Type	RH_middle_MCP X	RH_middle_MCP Y	RH_middle_MCP Z	RH_middle_MCP Type	RH_ring_fingertip X	RH_ring_fingertip Y	RH_ring_fingertip Z	RH_ring_fingertip Type	RH_ring_DIP X	RH_ring_DIP Y	RH_ring_DIP Z	RH_ring_DIP Type	RH_ring_PIP X	RH_ring_PIP Y	RH_ring_PIP Z	RH_ring_PIP Type	RH_ring_MCP X	RH_ring_MCP Y	RH_ring_MCP Z	RH_ring_MCP Type	RH_pinky_fingertip X	RH_pinky_fingertip Y	RH_pinky_fingertip Z	RH_pinky_fingertip Type	RH_pinky_DIP X	RH_pinky_DIP Y	RH_pinky_DIP Z	RH_pinky_DIP Type	RH_pinky_PIP X	RH_pinky_PIP Y	RH_pinky_PIP Z	RH_pinky_PIP Type	RH_pinky_MCP X	RH_pinky_MCP Y	RH_pinky_MCP Z	RH_pinky_MCP Type
1229	6.82222	1203.06	-78.345	193.024	Measured	1219.379	-65.189	203.102	Measured	1230.843	-46.15	222.564	Measured	1201.456	-29.594	265.547	Measured	1300.293	-66.992	226.595	Measured	1253.273	-49.95	253.721	Measured	1283.413	-61.267	240.243	Measured	1199.516	-47.318	276.177	Measured	1310.673	-86.884	287.935	Measured	1289.713	-86.021	291.125	Measured	1255.149	-76.442	288.008	Measured	1199.672	-63.258	284.073	Measured	1297.16	-121.753	281.954	Measured	1276.54	-116.499	287.921	Measured	1247.155	-107.989	291.824	Measured	1194.301	-89.829	285.823	Measured	1215.726	-172.258	259.741	Measured	1199.028	-148.365	259.654	Measured	1194.962	-165.541	243.279	Measured	1172.396	-136.968	253.877	Measured	1163.008	-142.036	229.522	Measured	1133.259	-114.346	235.186	Measured	1101.247	-44.902	256.076	Measured	1107.84	-64.583	260.64	Measured	1211.088	-480.345	259.103	Measured	1189.454	-491.903	244.896	Measured	1194.041	-505.963	265.658	Measured	1157.194	-513.687	236.675	Measured	1162.625	-523.089	260.141	Measured	1124.099	-541.275	241.022	Measured	1087.766	-601.405	263.221	Measured	1096.717	-581.562	266.681	Measured	1283.691	-535.944	288.001	Measured	1264.646	-543.03	292.886	Measured	1239.694	-551.277	296.736	Measured	1183.791	-568.711	295.049	Measured	1300.268	-577.878	292.05	Measured	1282.197	-584.306	292.204	Measured	1247.643	-588.189	290.683	Measured	1190.775	-596.033	291.293	Measured	1286.457	-599.808	230.054	Measured	1271.232	-606.423	240.373	Measured	1239.6	-612.645	257.739	Measured	1191.402	-615.113	280.818	Measured	1209.041	-580.934	192.832	Measured	1214.515	-599.417	204.2	Measured	1215.283	-619.802	229.631	Measured	1194.623	-630.003	268.782	Measured
1230	6.82778	1202.661	-78.337	193.135	Measured	1219.108	-65.392	203.205	Measured	1230.732	-46.246	222.38	Measured	1201.471	-29.555	265.538	Measured	1300.208	-67.021	226.431	Measured	1253.263	-49.945	253.616	Measured	1283.352	-61.287	240.097	Measured	1199.512	-47.268	276.172	Measured	1310.662	-86.853	287.903	Measured	1289.701	-85.971	291.084	Measured	1255.158	-76.371	287.993	Measured	1199.676	-63.198	284.084	Measured	1297.172	-121.669	281.91	Measured	1276.536	-116.44	287.916	Measured	1247.165	-107.944	291.812	Measured	1194.298	-89.785	285.834	Measured	1215.721	-172.209	259.764	Measured	1199.021	-148.334	259.7	Measured	1194.953	-165.538	243.332	Measured	1172.38	-136.93	253.891	Measured	1163.007	-142.006	229.577	Measured	1133.241	-114.303	235.213	Measured	1101.238	-44.86	256.065	Measured	1107.838	-64.536	260.647	Measured	1211.067	-480.336	259.167	Measured	1189.45	-491.893	244.936	Measured	1194.021	-506.04	265.789	Measured	1157.172	-513.68	236.722	Measured	1162.607	-523.08	260.177	Measured	1124.064	-541.251	241.045	Measured	1087.757	-601.407	263.247	Measured	1096.733	-581.551	266.703	Measured	1283.683	-535.972	287.99	Measured	1264.638	-543.065	292.886	Measured	1239.746	-550.96	296.488	Measured	1183.78	-568.729	295.071	Measured	1300.248	-577.905	292.01	Measured	1282.181	-584.348	292.175	Measured	1247.618	-588.219	290.653	Measured	1190.762	-596.073	291.311	Measured	1286.34	-599.756	229.827	Measured	1271.145	-606.366	240.216	Measured	1239.558	-612.606	257.627	Measured	1191.397	-615.15	280.784	Measured	1208.387	-580.329	192.803	Gap-filled	1214.232	-598.945	204	Measured	1215.149	-619.62	229.461	Measured	1194.648	-629.985	268.67	Measured
1231	6.83333	1202.297	-78.382	193.232	Measured	1218.878	-65.494	203.267	Measured	1230.586	-46.295	222.295	Measured	1201.479	-29.543	265.543	Measured	1300.137	-67.022	226.278	Measured	1253.257	-49.957	253.499	Measured	1283.302	-61.31	239.9	Measured	1199.514	-47.212	276.178	Measured	1310.661	-86.808	287.892	Measured	1289.701	-85.914	291.068	Measured	1255.151	-76.304	287.974	Measured	1199.68	-63.132	284.091	Measured	1297.165	-121.607	281.854	Measured	1276.517	-116.416	287.921	Measured	1247.167	-107.885	291.811	Measured	1194.292	-89.726	285.845	Measured	1215.726	-172.158	259.8	Measured	1199.023	-148.309	259.724	Measured	1194.95	-165.521	243.404	Measured	1172.374	-136.898	253.912	Measured	1162.991	-141.98	229.608	Measured	1133.229	-114.281	235.242	Measured	1101.238	-44.814	256.076	Measured	1107.829	-64.485	260.658	Measured	1211.055	-480.317	259.229	Measured	1189.425	-491.876	245.019	Measured	1194.008	-506.055	265.879	Measured	1157.146	-513.651	236.767	Measured	1162.588	-523.072	260.224	Measured	1124.053	-541.249	241.111	Measured	1087.768	-601.223	263.423	Measured	1096.742	-581.563	266.728	Measured	1283.665	-536.014	288.009	Measured	1264.634	-543.104	292.904	Measured	1239.744	-550.974	296.49	Measured	1183.765	-568.739	295.098	Measured	1300.206	-577.951	291.987	Measured	1282.161	-584.37	292.113	Measured	1247.609	-588.24	290.633	Measured	1190.775	-596.104	291.375	Measured	1286.232	-599.704	229.643	Measured	1271.056	-606.317	240.064	Measured	1239.508	-612.628	257.554	Measured	1191.408	-615.188	280.766	Measured	1207.766	-579.626	192.751	Gap-filled	1213.761	-598.542	203.904	Measured	1215.013	-619.496	229.336	Measured	1194.724	-629.983	268.491	Measured
1232	6.83889	1201.923	-78.424	193.37	Measured	1218.67	-65.471	203.238	Measured	1230.473	-46.339	222.217	Measured	1201.483	-29.514	265.575	Measured	1300.081	-67.024	226.145	Measured	1253.242	-49.967	253.361	Measured	1283.25	-61.336	239.741	Measured	1199.505	-47.18	276.182	Measured	1310.651	-86.776	287.88	Measured	1289.693	-85.858	291.047	Measured	1255.155	-76.237	287.97	Measured	1199.676	-63.097	284.105	Measured	1297.169	-121.563	281.826	Measured	1276.525	-116.406	287.942	Measured	1247.16	-107.853	291.796	Measured	1194.283	-89.68	285.879	Measured	1215.723	-172.128	259.83	Measured	1199.029	-148.287	259.75	Measured	1194.961	-165.5	243.456	Measured	1172.363	-136.868	253.931	Measured	1163.009	-141.961	229.65	Measured	1133.225	-114.261	235.269	Measured	1101.224	-44.787	256.093	Measured	1107.819	-64.456	260.671	Measured	1211.048	-480.318	259.33	Measured	1189.409	-491.833	245.138	Measured	1193.989	-506.085	265.963	Measured	1156.892	-514.027	237.167	Measured	1162.575	-523.064	260.281	Measured	1124.102	-541.226	241.142	Measured	1087.71	-601.429	263.277	Measured	1096.73	-581.585	266.763	Measured	1283.647	-536.083	288.032	Measured	1264.62	-543.151	292.938	Measured	1239.738	-550.996	296.52	Measured	1183.764	-568.773	295.146	Measured	1300.192	-577.98	291.952	Measured	1282.149	-584.419	292.072	Measured	1247.6	-588.303	290.595	Measured	1190.758	-596.203	291.395	Measured	1286.144	-599.675	229.491	Measured	1271.002	-606.288	239.919	Measured	1239.49	-612.632	257.461	Measured	1191.502	-615.218	280.665	Measured	1207.182	-578.884	192.69	Gap-filled	1213.41	-598.179	203.824	Measured	1214.884	-619.306	229.161	Measured	1194.685	-630.002	268.481	Measured
1233	6.84444	1201.551	-78.468	193.504	Measured	1218.449	-65.625	203.315	Measured	1230.356	-46.41	222.153	Measured	1201.488	-29.509	265.583	Measured	1300.03	-67.007	225.995	Measured	1253.222	-49.968	253.282	Measured	1283.193	-61.334	239.592	Measured	1199.498	-47.168	276.191	Measured	1310.659	-86.732	287.84	Measured	1289.7	-85.823	291.021	Measured	1255.162	-76.215	287.964	Measured	1199.673	-63.077	284.122	Measured	1297.17	-121.53	281.813	Measured	1276.53	-116.38	287.932	Measured	1247.16	-107.828	291.817	Measured	1194.277	-89.649	285.913	Measured	1215.732	-172.097	259.858	Measured	1199.038	-148.273	259.791	Measured	1194.963	-165.492	243.498	Measured	1172.365	-136.86	253.96	Measured	1163.017	-141.94	229.702	Measured	1133.219	-114.249	235.296	Measured	1101.222	-44.779	256.12	Measured	1107.812	-64.439	260.701	Measured	1211.028	-480.331	259.446	Measured	1189.394	-491.836	245.246	Measured	1193.978	-506.107	266.033	Measured	1157.09	-513.672	236.92	Measured	1162.592	-523.113	260.314	Measured	1124.085	-541.247	241.199	Measured	1087.731	-601.48	263.349	Measured	1096.722	-581.63	266.799	Measured	1283.639	-536.141	288.057	Measured	1264.613	-543.205	292.963	Measured	1239.74	-551.026	296.529	Measured	1183.745	-568.823	295.204	Measured	1300.19	-578.031	291.902	Measured	1282.143	-584.491	291.995	Measured	1247.595	-588.358	290.552	Measured	1190.75	-596.271	291.433	Measured	1286.018	-599.622	229.286	Measured	1270.973	-606.266	239.798	Measured	1239.449	-612.63	257.359	Measured	1191.446	-615.29	280.737	Measured	1206.637	-578.162	192.63	Gap-filled	1212.976	-597.954	203.748	Measured	1214.777	-619.191	229.047	Measured	1194.701	-630.027	268.384	Measured
1234	6.85	1201.205	-78.519	193.617	Measured	1218.095	-65.591	203.193	Measured	1230.249	-46.532	222.122	Measured	1201.507	-29.489	265.596	Measured	1299.96	-67.008	225.878	Measured	1252.668	-48.213	255.171	Measured	1283.147	-61.32	239.526	Measured	1199.517	-47.169	276.25	Measured	1310.669	-86.702	287.782	Measured	1289.712	-85.808	290.994	Measured	1255.177	-76.201	287.966	Measured	1199.681	-63.074	284.152	Measured	1297.173	-121.546	281.811	Measured	1276.54	-116.367	287.907	Measured	1247.177	-107.831	291.852	Measured	1194.277	-89.648	285.955	Measured	1215.735	-172.101	259.899	Measured	1199.037	-148.248	259.793	Measured	1194.966	-165.485	243.537	Measured	1172.369	-136.864	254.028	Measured	1162.82	-142.093	229.896	Measured	1133.362	-114.145	235.244	Measured	1101.228	-44.786	256.155	Measured	1107.813	-64.44	260.745	Measured	1210.989	-480.382	259.57	Measured	1189.376	-491.854	245.369	Measured	1193.963	-506.133	266.093	Measured	1157.052	-513.711	237.015	Measured	1162.568	-523.155	260.397	Measured	1124.073	-541.276	241.283	Measured	1087.724	-601.551	263.412	Measured	1096.724	-581.679	266.866	Measured	1283.635	-536.183	288.059	Measured	1264.598	-543.24	292.992	Measured	1239.64	-551.415	296.856	Measured	1183.752	-568.886	295.255	Measured	1300.187	-578.097	291.884	Measured	1282.15	-584.561	291.984	Measured	1247.594	-588.435	290.531	Measured	1190.74	-596.334	291.442	Measured	1285.89	-599.478	229.038	Measured	1270.908	-606.268	239.635	Measured	1239.416	-612.663	257.28	Measured	1191.454	-615.337	280.686	Measured	1206.133	-577.516	192.582	Gap-filled	1212.552	-597.773	203.67	Measured	1214.663	-619.059	228.909	Measured	1194.722	-630.053	268.275	Measured
1235	6.85556	1200.894	-78.477	193.702	Measured	1217.819	-65.694	203.195	Measured	1230.177	-46.631	222.099	Measured	1201.526	-29.461	265.607	Measured	1299.872	-67.028	225.786	Measured	1252.643	-48.188	255.173	Measured	1283.081	-61.311	239.502	Measured	1199.509	-47.171	276.292	Measured	1310.692	-86.652	287.692	Measured	1289.725	-85.807	290.964	Measured	1255.184	-76.203	287.943	Measured	1199.74	-62.94	284.237	Measured	1297.177	-121.58	281.828	Measured	1276.561	-116.345	287.899	Measured	1247.174	-107.842	291.899	Measured	1194.282	-89.649	285.994	Measured	1215.758	-172.146	259.97	Measured	1199.022	-148.233	259.832	Measured	1194.963	-165.479	243.536	Measured	1172.369	-136.873	254.085	Measured	1162.801	-142.138	229.957	Measured	1133.364	-114.147	235.265	Measured	1101.217	-44.806	256.194	Measured	1107.826	-64.47	260.787	Measured	1210.964	-480.439	259.668	Measured	1189.329	-491.86	245.385	Measured	1193.939	-506.18	266.146	Measured	1157.032	-513.759	237.097	Measured	1162.543	-523.222	260.48	Measured	1124.059	-541.308	241.385	Measured	1087.724	-601.621	263.464	Measured	1096.734	-581.755	266.923	Measured	1283.622	-536.245	288.09	Measured	1264.589	-543.294	293.016	Measured	1239.632	-551.475	296.887	Measured	1183.742	-568.957	295.307	Measured	1300.178	-578.169	291.879	Measured	1282.129	-584.653	291.978	Measured	1247.586	-588.514	290.53	Measured	1190.756	-596.425	291.461	Measured	1285.814	-599.387	228.814	Measured	1270.861	-606.285	239.464	Measured	1239.386	-612.702	257.201	Measured	1191.479	-615.386	280.637	Measured	1205.673	-577.007	192.56	Gap-filled	1212.307	-597.603	203.651	Measured	1214.57	-618.896	228.754	Measured	1194.805	-630.019	268.279	Measured
1236	6.86111	1200.608	-78.513	193.791	Measured	1217.633	-65.796	203.185	Measured	1230.098	-46.71	222.056	Measured	1201.55	-29.442	265.622	Measured	1299.819	-67.024	225.717	Measured	1252.614	-48.185	255.135	Measured	1283.016	-61.289	239.473	Measured	1199.526	-47.182	276.311	Measured	1310.701	-86.611	287.605	Measured	1289.734	-85.794	290.926	Measured	1255.193	-76.213	287.921	Measured	1199.74	-62.927	284.264	Measured	1297.173	-121.595	281.836	Measured	1276.553	-116.339	287.893	Measured	1247.156	-107.853	291.911	Measured	1194.283	-89.663	286.004	Measured	1215.754	-172.144	259.999	Measured	1199.009	-148.208	259.907	Measured	1194.949	-165.47	243.557	Measured	1172.365	-136.882	254.111	Measured	1162.798	-142.186	230.007	Measured	1133.357	-114.149	235.274	Measured	1101.224	-44.815	256.202	Measured	1107.817	-64.484	260.805	Measured	1210.942	-480.491	259.729	Measured	1189.3	-491.908	245.453	Measured	1193.928	-506.203	266.19	Measured	1157.004	-513.812	237.16	Measured	1162.522	-523.266	260.535	Measured	1124.041	-541.345	241.458	Measured	1087.715	-601.686	263.513	Measured	1096.731	-581.805	266.979	Measured	1283.599	-536.267	288.119	Measured	1264.572	-543.32	293.046	Measured	1239.691	-551.191	296.644	Measured	1183.735	-569.016	295.352	Measured	1300.161	-578.222	291.878	Measured	1282.112	-584.713	291.968	Measured	1247.576	-588.57	290.525	Measured	1190.759	-596.468	291.454	Measured	1285.699	-599.323	228.583	Measured	1270.802	-606.295	239.291	Measured	1239.36	-612.765	257.148	Measured	1191.502	-615.419	280.591	Measured	1205.259	-576.692	192.574	Measured	1212.092	-597.436	203.638	Measured	1214.472	-618.763	228.633	Measured	1194.833	-630.025	268.204	Measured
1237	6.86667	1200.371	-78.525	193.847	Measured	1217.458	-65.908	203.18	Measured	1230.032	-46.771	222.011	Measured	1201.56	-29.401	265.597	Measured	1299.783	-66.984	225.644	Measured	1252.59	-48.114	255.11	Measured	1282.931	-61.266	239.4	Measured	1199.513	-47.154	276.314	Measured	1310.721	-86.552	287.531	Measured	1289.733	-85.756	290.868	Measured	1255.196	-76.173	287.888	Measured	1199.749	-62.901	284.278	Measured	1297.151	-121.598	281.819	Measured	1276.55	-116.337	287.894	Measured	1247.142	-107.829	291.92	Measured	1194.283	-89.653	286.013	Measured	1215.727	-172.135	260.003	Measured	1198.997	-148.201	259.925	Measured	1194.933	-165.466	243.545	Measured	1172.343	-136.868	254.129	Measured	1162.779	-142.177	230.027	Measured	1133.338	-114.15	235.278	Measured	1101.206	-44.814	256.195	Measured	1107.817	-64.471	260.801	Measured	1210.935	-480.513	259.76	Measured	1189.293	-491.949	245.544	Measured	1193.914	-506.228	266.214	Measured	1156.986	-513.822	237.191	Measured	1162.506	-523.274	260.564	Measured	1124.018	-541.348	241.494	Measured	1087.714	-601.716	263.509	Measured	1096.723	-581.826	267.004	Measured	1283.579	-536.28	288.138	Measured	1264.548	-543.341	293.07	Measured	1239.677	-551.184	296.638	Measured	1183.716	-569.047	295.366	Measured	1300.127	-578.249	291.853	Measured	1282.099	-584.754	291.965	Measured	1247.555	-588.586	290.498	Measured	1190.756	-596.51	291.456	Measured	1285.643	-599.244	228.402	Measured	1270.771	-606.301	239.166	Measured	1239.336	-612.785	257.08	Measured	1191.519	-615.448	280.539	Measured	1204.893	-576.63	192.635	Measured	1211.734	-597.237	203.548	Measured	1214.389	-618.621	228.512	Measured	1194.84	-630.027	268.126	Measured
1238	6.87222	1200.129	-78.568	193.933	Measured	1217.289	-66.026	203.209	Measured	1229.968	-46.774	221.939	Measured	1201.561	-29.385	265.57	Measured	1299.744	-66.928	225.571	Measured	1252.563	-48.122	254.984	Measured	1282.9	-61.235	239.222	Measured	1199.516	-47.12	276.294	Measured	1310.731	-86.494	287.472	Measured	1289.745	-85.685	290.815	Measured	1255.206	-76.126	287.835	Measured	1199.722	-62.879	284.25	Measured	1297.148	-121.567	281.767	Measured	1276.537	-116.334	287.88	Measured	1247.15	-107.806	291.9	Measured	1194.271	-89.611	285.991	Measured	1215.707	-172.089	260.012	Measured	1198.978	-148.204	259.951	Measured	1194.916	-165.459	243.552	Measured	1172.33	-136.849	254.116	Measured	1162.765	-142.14	230.007	Measured	1133.332	-114.146	235.298	Measured	1101.195	-44.777	256.182	Measured	1107.805	-64.423	260.8	Measured	1210.912	-480.5	259.754	Measured	1189.283	-491.93	245.554	Measured	1193.899	-506.256	266.242	Measured	1156.96	-513.81	237.199	Measured	1162.492	-523.273	260.567	Measured	1123.99	-541.337	241.497	Measured	1087.704	-601.721	263.488	Measured	1096.703	-581.829	266.999	Measured	1283.561	-536.29	288.163	Measured	1264.534	-543.364	293.101	Measured	1239.66	-551.197	296.654	Measured	1183.707	-569.053	295.358	Measured	1300.105	-578.234	291.839	Measured	1282.086	-584.744	291.943	Measured	1247.539	-588.589	290.476	Measured	1190.751	-596.534	291.454	Measured	1285.568	-599.166	228.281	Measured	1270.743	-606.304	239.116	Measured	1239.308	-612.798	257.021	Measured	1191.526	-615.458	280.488	Measured	1204.576	-576.538	192.66	Measured	1211.461	-596.997	203.466	Measured	1214.309	-618.525	228.418	Measured	1194.84	-630.032	268.044	Measured
1239	6.87778	1199.905	-78.574	194	Measured	1217.162	-66.007	203.171	Measured	1229.909	-46.754	221.868	Measured	1201.555	-29.357	265.589	Measured	1299.729	-66.928	225.502	Measured	1252.523	-48.085	254.897	Measured	1282.912	-60.946	239.609	Measured	1199.517	-47.078	276.286	Measured	1310.734	-86.446	287.448	Measured	1289.754	-85.611	290.754	Measured	1255.203	-76.051	287.806	Measured	1199.718	-62.822	284.25	Measured	1297.141	-121.529	281.723	Measured	1276.525	-116.353	287.872	Measured	1247.142	-107.779	291.864	Measured	1194.263	-89.561	285.997	Measured	1215.701	-172.046	260.009	Measured	1198.977	-148.198	259.986	Measured	1194.917	-165.462	243.598	Measured	1172.327	-136.798	254.108	Measured	1162.756	-142.095	230.009	Measured	1133.173	-114.228	235.402	Measured	1101.197	-44.743	256.171	Measured	1107.801	-64.385	260.78	Measured	1210.918	-480.484	259.762	Measured	1189.279	-491.909	245.567	Measured	1193.893	-506.268	266.284	Measured	1156.962	-513.761	237.185	Measured	1162.478	-523.253	260.588	Measured	1123.965	-541.308	241.497	Measured	1087.698	-601.709	263.468	Measured	1096.696	-581.836	266.992	Measured	1283.536	-536.304	288.214	Measured	1264.516	-543.378	293.134	Measured	1239.646	-551.205	296.695	Measured	1183.695	-569.044	295.353	Measured	1300.08	-578.223	291.837	Measured	1282.066	-584.726	291.918	Measured	1247.535	-588.582	290.454	Measured	1190.74	-596.554	291.467	Measured	1285.534	-599.139	228.225	Measured	1270.737	-606.324	239.086	Measured	1239.291	-612.802	257.001	Measured	1191.542	-615.47	280.445	Measured	1204.127	-578.395	193.196	Measured	1210.962	-596.963	203.417	Measured	1214.239	-618.419	228.33	Measured	1194.845	-630.019	267.985	Measured
1240	6.88333	1199.699	-78.582	194.063	Measured	1216.966	-65.913	203.144	Measured	1229.846	-46.781	221.829	Measured	1201.567	-29.352	265.626	Measured	1299.666	-66.855	225.359	Measured	1252.523	-48.096	254.782	Measured	1282.862	-61.174	238.979	Measured	1199.501	-47.047	276.304	Measured	1310.738	-86.398	287.421	Measured	1289.765	-85.533	290.704	Measured	1255.21	-76.002	287.789	Measured	1199.712	-62.798	284.243	Measured	1297.135	-121.517	281.703	Measured	1276.508	-116.353	287.896	Measured	1247.149	-107.765	291.839	Measured	1194.256	-89.528	285.999	Measured	1215.69	-172.029	260.014	Measured	1198.97	-148.189	260	Measured	1194.926	-165.455	243.636	Measured	1172.297	-136.772	254.123	Measured	1162.75	-142.058	230.01	Measured	1133.153	-114.218	235.42	Measured	1101.193	-44.718	256.189	Measured	1107.802	-64.358	260.792	Measured	1210.922	-480.477	259.798	Measured	1189.287	-491.88	245.596	Measured	1193.893	-506.27	266.337	Measured	1156.96	-513.731	237.205	Measured	1162.473	-523.24	260.612	Measured	1123.956	-541.274	241.528	Measured	1087.696	-601.704	263.479	Measured	1096.687	-581.824	266.999	Measured	1283.517	-536.346	288.256	Measured	1264.499	-543.414	293.194	Measured	1239.631	-551.238	296.713	Measured	1183.679	-569.057	295.387	Measured	1300.064	-578.226	291.847	Measured	1282.04	-584.725	291.932	Measured	1247.509	-588.579	290.461	Measured	1190.726	-596.585	291.491	Measured	1285.507	-599.158	228.215	Measured	1270.706	-606.336	239.078	Measured	1239.257	-612.832	256.949	Measured	1191.543	-615.487	280.444	Measured	1203.844	-578.331	193.242	Measured	1210.789	-596.795	203.342	Measured	1213.812	-618.219	227.849	Measured	1194.809	-630.099	267.838	Measured
1241	6.88889	1199.48	-78.603	194.145	Measured	1216.799	-65.899	203.139	Measured	1229.737	-46.828	221.797	Measured	1201.58	-29.34	265.662	Measured	1299.502	-66.832	225.159	Measured	1252.497	-48.103	254.739	Measured	1282.845	-61.182	238.925	Measured	1199.498	-47.04	276.335	Measured	1310.748	-86.37	287.371	Measured	1289.776	-85.506	290.665	Measured	1255.222	-75.978	287.774	Measured	1199.733	-62.8	284.273	Measured	1297.129	-121.515	281.694	Measured	1276.508	-116.352	287.892	Measured	1247.191	-107.823	291.867	Measured	1194.251	-89.523	286.038	Measured	1215.684	-172.029	260.028	Measured	1198.957	-148.202	259.987	Measured	1194.927	-165.462	243.677	Measured	1172.289	-136.778	254.135	Measured	1162.748	-142.063	230.047	Measured	1133.118	-114.204	235.404	Measured	1101.19	-44.718	256.222	Measured	1107.786	-64.364	260.819	Measured	1210.918	-480.501	259.857	Measured	1189.276	-491.9	245.645	Measured	1193.889	-506.28	266.378	Measured	1156.943	-513.733	237.263	Measured	1162.465	-523.264	260.674	Measured	1123.938	-541.275	241.576	Measured	1087.677	-601.723	263.482	Measured	1096.674	-581.856	267.02	Measured	1283.505	-536.394	288.308	Measured	1264.488	-543.455	293.247	Measured	1239.615	-551.281	296.765	Measured	1183.66	-569.075	295.418	Measured	1300.048	-578.277	291.873	Measured	1282.025	-584.784	291.95	Measured	1247.499	-588.616	290.474	Measured	1190.714	-596.619	291.51	Measured	1285.472	-599.146	228.189	Measured	1270.683	-606.372	239.072	Measured	1239.219	-612.86	256.933	Measured	1191.539	-615.515	280.439	Measured	1203.613	-578.275	193.272	Measured	1210.641	-596.691	203.34	Measured	1213.736	-618.145	227.792	Measured	1194.814	-630.119	267.816	Measured
